Year,Month,Region,Model,Estimated_Deliveries,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Source_Type,Charging_Stations,Deliveries_Lag1,Rolling_Mean_3
2016,4,3,4,16513,16988,72636.01,75,420,1040.32,1,7259,14735.0,12136.666666666666
2023,1,2,0,16007,16938,76317.19,82,477,1145.3,2,8937,16513.0,15751.666666666666
2022,3,0,1,9544,10884,76473.74,60,347,496.77,1,12504,16007.0,14021.333333333334
2023,3,2,1,10215,11462,104380.22,82,483,740.08,0,11496,9544.0,11922.0
2018,11,1,0,7886,8591,107006.87,100,569,673.07,0,4587,10215.0,9215.0
2019,12,1,1,8432,8904,60598.73,75,442,559.04,1,11486,7886.0,8844.333333333334
2016,6,3,0,13984,15294,76735.77,100,560,1174.66,2,4456,8432.0,10100.666666666666
2019,1,2,0,7244,7617,109643.39,82,473,513.96,0,9176,13984.0,9886.666666666666
2018,3,3,0,1627,1708,77620.06,82,472,115.19,0,4936,7244.0,7618.333333333333
2017,9,1,3,7844,7883,111543.0,75,421,495.35,2,9688,1627.0,5571.666666666667
2024,9,3,2,10739,12336,118825.12,75,436,702.33,0,8314,7844.0,6736.666666666667
2024,3,0,2,9135,9417,117887.45,100,551,755.01,0,12429,10739.0,9239.333333333334
2021,2,1,4,16194,17499,108854.96,60,331,804.03,2,7401,9135.0,12022.666666666666
2019,7,3,2,10429,10716,57395.52,82,484,757.15,2,9945,16194.0,11919.333333333334
2025,10,3,2,834,903,67041.78,75,414,51.79,0,14270,10429.0,9152.333333333334
2019,11,0,2,12742,13960,106127.81,120,687,1313.06,1,7339,834.0,8001.666666666667
2019,1,2,1,16394,17095,94153.93,120,687,1689.4,0,8784,12742.0,9990.0
2020,9,2,3,7019,8016,79635.06,75,412,433.77,0,8308,16394.0,12051.666666666666
2015,10,0,3,9719,10041,119136.76,82,489,712.89,1,3473,7019.0,11044.0
2015,9,0,0,10844,12086,59807.92,60,356,579.07,1,8849,9719.0,9194.0
2020,9,3,0,13042,14469,78765.3,75,436,852.95,0,11391,10844.0,11201.666666666666
2019,5,2,4,10628,11626,55269.51,120,666,1061.74,0,3591,13042.0,11504.666666666666
2021,10,3,3,14290,16239,51262.24,120,693,1485.45,2,12448,10628.0,12653.333333333334
2025,8,3,3,5547,5600,73125.04,120,673,559.97,0,13667,14290.0,10155.0
2019,4,0,4,2017,2031,77040.14,100,567,171.55,0,6787,5547.0,7284.666666666667
2017,10,1,4,5477,6185,112026.54,120,671,551.26,0,11849,2017.0,4347.0
2015,7,1,4,12003,13676,88973.4,120,694,1249.51,0,6359,5477.0,6499.0
2016,6,3,2,8538,8629,50847.59,60,358,458.49,0,11850,12003.0,8672.666666666666
2022,10,0,3,15871,17003,87563.63,120,706,1680.74,1,10935,8538.0,12137.333333333334
2019,1,1,2,16562,17052,106362.21,60,335,832.24,2,4019,15871.0,13657.0
2019,8,2,3,7950,8493,86261.07,75,412,491.31,1,8072,16562.0,13461.0
2016,4,1,3,5161,5521,54209.96,100,578,447.46,2,14491,7950.0,9891.0
2017,8,2,3,6555,7430,102498.45,75,446,438.53,0,12104,5161.0,6555.333333333333
2016,8,3,4,13536,15492,89211.77,100,596,1210.12,1,3627,6555.0,8417.333333333334
2020,12,3,2,385,400,92280.35,100,593,34.25,1,14986,13536.0,6825.333333333333
2025,9,2,0,7166,7176,66599.21,75,421,452.53,2,8064,385.0,7029.0
2022,2,1,1,10944,11395,55575.16,60,342,561.43,0,9651,7166.0,6165.0
2015,9,2,3,3159,3625,86798.31,82,458,217.02,1,6267,10944.0,7089.666666666667
2016,10,1,1,10280,10378,108196.15,100,579,892.82,0,4379,3159.0,8127.666666666667
2025,7,0,2,8354,8972,70719.48,100,566,709.25,1,14531,10280.0,7264.333333333333
2023,2,1,0,6820,7637,90643.38,100,588,601.52,0,6992,8354.0,8484.666666666666
2018,10,3,2,5201,5401,102648.0,120,690,538.3,1,6850,6820.0,6791.666666666667
2020,4,0,2,11089,11641,102110.95,75,418,695.28,1,4563,5201.0,7703.333333333333
2015,10,3,0,6202,6819,115578.08,60,351,326.54,0,5579,11089.0,7497.333333333333
2025,6,0,2,11262,12586,112804.29,100,571,964.59,0,5808,6202.0,9517.666666666666
2023,12,3,2,8896,9145,104131.28,75,430,573.79,0,7213,11262.0,8786.666666666666
2022,8,1,4,1388,1438,77895.14,60,330,68.71,1,12269,8896.0,7182.0
2025,12,2,2,9394,10078,82633.32,120,699,984.96,1,4241,1388.0,6559.333333333333
2022,2,3,3,13191,13201,89537.34,82,464,918.09,1,6872,9394.0,7991.0
2018,11,0,2,7542,7881,94995.65,60,348,393.69,1,11352,13191.0,10042.333333333334
2019,2,2,4,6476,7157,78751.21,75,431,418.67,0,3088,7542.0,9069.666666666666
2023,6,1,4,9414,10245,59743.15,60,330,465.99,0,5943,6476.0,7810.666666666667
2017,1,1,0,6240,6540,83350.59,120,673,629.93,1,10685,9414.0,7376.666666666667
2018,10,1,4,11109,11914,119082.72,82,481,801.51,1,5983,6240.0,8921.0
2021,1,0,3,10798,11052,98343.59,120,690,1117.59,2,10807,11109.0,9382.333333333334
2019,5,0,4,12863,13082,95073.56,82,485,935.78,1,9928,10798.0,11590.0
2024,12,1,1,5881,6734,106798.53,120,666,587.51,0,4461,12863.0,9847.333333333334
2025,7,2,2,17474,19836,68258.46,120,712,1866.22,1,10730,5881.0,12072.666666666666
2024,8,2,0,7408,8406,90693.75,100,567,630.05,0,5791,17474.0,10254.333333333334
2025,1,3,2,5949,6096,64285.11,120,701,625.54,0,14004,7408.0,10277.0
2024,4,0,2,6656,6776,110526.14,75,431,430.31,0,9865,5949.0,6671.0
2015,6,2,4,22315,22673,81318.87,82,472,1579.9,1,5909,6656.0,11640.0
2022,6,1,4,13128,13872,50567.57,120,660,1299.67,0,8526,22315.0,14033.0
2016,3,3,1,15502,16256,75652.31,100,569,1323.1,0,11345,13128.0,16981.666666666668
2024,8,0,3,13506,13585,119158.79,82,478,968.38,0,11173,15502.0,14045.333333333334
2018,4,1,3,21473,24427,78461.34,60,334,1075.8,1,11576,13506.0,16827.0
2025,1,2,2,9133,10371,113498.22,60,350,479.48,2,14114,21473.0,14704.0
2025,4,1,4,12364,13649,110733.32,82,466,864.24,2,3518,9133.0,14323.333333333334
2018,4,0,2,6475,7117,94359.81,120,695,675.02,2,3194,12364.0,9324.0
2024,7,2,0,11767,12485,68338.29,82,491,866.64,0,12566,6475.0,10202.0
2021,2,1,3,11811,13576,102555.32,82,477,845.08,1,7263,11767.0,10017.666666666666
2022,10,1,4,15676,17413,93764.81,75,449,1055.78,0,9403,11811.0,13084.666666666666
2016,7,1,1,18246,20097,106349.23,75,422,1154.97,0,12900,15676.0,15244.333333333334
2021,4,1,0,11441,11747,55571.17,60,358,614.38,1,6127,18246.0,15121.0
2017,4,2,2,5656,5846,96413.3,120,704,597.27,0,13181,11441.0,11781.0
2020,10,1,0,11466,11648,84494.69,60,334,574.45,2,14739,5656.0,9521.0
2022,9,3,0,1726,1857,51678.28,82,463,119.87,1,12838,11466.0,6282.666666666667
2020,12,1,3,1598,1741,106523.46,60,333,79.82,2,7767,1726.0,4930.0
2021,6,2,4,3973,4376,70270.79,100,578,344.46,0,3790,1598.0,2432.3333333333335
2015,11,3,4,15813,16654,70106.73,100,564,1337.78,1,5803,3973.0,7128.0
2019,5,2,3,12584,13581,82708.27,60,333,628.57,1,10794,15813.0,10790.0
2022,11,3,2,4638,5271,62220.88,60,338,235.15,1,9202,12584.0,11011.666666666666
2015,7,3,2,7413,7546,112336.91,82,475,528.18,2,11149,4638.0,8211.666666666666
2016,3,3,4,1386,1511,96774.9,100,580,120.58,0,8561,7413.0,4479.0
2017,5,2,2,11634,12912,78316.92,60,332,579.37,2,12405,1386.0,6811.0
2021,1,0,2,6231,7073,77803.08,60,337,314.98,1,8380,11634.0,6417.0
2022,1,0,3,12858,14363,102880.61,120,696,1342.38,2,10521,6231.0,10241.0
2021,7,2,4,16161,16229,107997.12,75,442,1071.47,2,6108,12858.0,11750.0
2016,2,2,2,11459,11511,115166.41,120,701,1204.91,2,11118,16161.0,13492.666666666666
2023,3,0,1,13511,14683,98246.08,60,333,674.87,1,12853,11459.0,13710.333333333334
2016,1,2,1,14314,16247,79520.46,100,563,1208.82,1,10108,13511.0,13094.666666666666
2016,7,3,2,9463,10543,52471.79,75,440,624.56,2,5429,14314.0,12429.333333333334
2019,3,0,2,6614,6653,51529.27,120,706,700.42,1,4613,9463.0,10130.333333333334
2025,1,0,1,15910,17075,68122.21,82,481,1147.91,2,11659,6614.0,10662.333333333334
2022,1,3,0,17648,18986,107197.15,75,444,1175.36,1,10387,15910.0,13390.666666666666
2017,8,1,0,10232,11717,54659.53,60,349,535.65,1,3889,17648.0,14596.666666666666
2020,11,1,3,8939,9066,118310.96,100,564,756.24,0,8085,10232.0,12273.0
2022,3,3,1,6634,7029,89992.4,60,358,356.25,0,9200,8939.0,8601.666666666666
2019,1,0,2,4532,4860,80040.46,120,664,451.39,0,4273,6634.0,6701.666666666667
2016,3,1,1,15537,17431,100268.62,100,597,1391.34,1,3218,4532.0,8901.0
2019,4,1,0,10842,12009,76043.05,120,665,1081.49,0,8494,15537.0,10303.666666666666
2018,8,1,3,15325,15719,86265.42,82,459,1055.13,1,6399,10842.0,13901.333333333334
2023,3,0,4,9545,10805,112142.75,82,490,701.56,0,13412,15325.0,11904.0
2025,6,3,0,8313,8403,89817.31,75,433,539.93,1,13199,9545.0,11061.0
2016,10,3,4,8787,9766,53370.0,120,714,941.09,2,13227,8313.0,8881.666666666666
2023,5,2,3,6438,6827,64542.45,100,582,562.04,1,13454,8787.0,7846.0
2022,4,1,3,7427,7905,78551.94,75,416,463.44,0,11113,6438.0,7550.666666666667
2023,1,2,2,7039,7539,77416.66,60,357,376.94,1,4507,7427.0,6968.0
2015,9,3,3,7705,7747,83044.69,82,474,547.83,2,3788,7039.0,7390.333333333333
2015,4,1,2,10522,11561,61405.41,82,453,714.97,0,10709,7705.0,8422.0
2022,8,2,2,11018,11192,96536.54,100,564,932.12,2,5387,10522.0,9748.333333333334
2021,11,2,1,10128,11258,85225.34,120,664,1008.75,2,11682,11018.0,10556.0
2018,2,3,3,3942,4239,101204.05,120,717,423.96,2,5645,10128.0,8362.666666666666
2020,7,2,0,20003,22003,69900.18,60,347,1041.16,1,10041,3942.0,11357.666666666666
2023,9,0,1,13194,14916,75161.15,82,488,965.8,2,11383,20003.0,12379.666666666666
2015,12,0,2,5915,5988,97634.95,82,477,423.22,2,6279,13194.0,13037.333333333334
2022,4,2,1,5781,6585,81786.76,120,704,610.47,0,7406,5915.0,8296.666666666666
2023,1,1,0,9902,10828,82222.5,60,331,491.63,0,3173,5781.0,7199.333333333333
2020,7,3,1,15597,17814,83261.96,75,424,991.97,0,12195,9902.0,10426.666666666666
2021,7,3,4,477,539,63480.71,82,455,32.56,2,13773,15597.0,8658.666666666666
2025,6,3,4,15994,16261,63100.15,60,345,827.69,0,13189,477.0,10689.333333333334
2018,9,1,0,13280,14227,109436.86,60,341,679.27,2,5019,15994.0,9917.0
2020,3,2,2,10855,11166,105335.95,75,429,698.52,0,6619,13280.0,13376.333333333334
2020,10,0,4,13412,14022,75380.82,75,414,832.89,2,14872,10855.0,12515.666666666666
2016,7,0,0,10563,11036,115847.55,120,675,1069.5,0,8155,13412.0,11610.0
2023,8,2,2,14551,16389,66100.03,100,550,1200.46,1,10815,10563.0,12842.0
2025,8,1,4,11152,11731,104207.9,75,422,705.92,0,6943,14551.0,12088.666666666666
2020,10,3,3,11801,12368,88663.66,60,331,585.92,1,3526,11152.0,12501.333333333334
2016,3,2,3,7228,7951,56687.47,120,697,755.69,1,8421,11801.0,10060.333333333334
2017,6,2,4,10303,10612,93174.85,100,587,907.18,2,11855,7228.0,9777.333333333334
2021,11,0,1,9950,10746,60068.41,75,412,614.91,0,12697,10303.0,9160.333333333334
2018,2,0,1,12334,14166,51803.87,82,475,878.8,1,10914,9950.0,10862.333333333334
2015,5,2,0,7602,8738,88880.22,120,706,805.05,2,14337,12334.0,9962.0
2021,6,0,2,5451,5887,107666.12,60,333,272.28,1,14316,7602.0,8462.333333333334
2020,7,0,0,12018,12650,76376.74,100,576,1038.36,0,3002,5451.0,8357.0
2018,1,2,1,8629,9169,58145.09,120,696,900.87,2,14261,12018.0,8699.333333333334
2019,5,0,2,7384,7641,84440.12,100,565,625.79,2,5181,8629.0,9343.666666666666
2020,10,3,2,10348,10789,53294.28,100,583,904.93,1,13353,7384.0,8787.0
2017,3,1,0,15491,16526,64642.98,100,552,1282.65,1,13123,10348.0,11074.333333333334
2020,9,2,0,7584,8336,80383.42,100,590,671.18,0,13866,15491.0,11141.0
2018,7,1,2,12659,12998,105825.98,60,350,664.6,0,9563,7584.0,11911.333333333334
2024,9,3,1,19606,21050,97773.53,100,555,1632.2,1,6940,12659.0,13283.0
2017,8,2,1,11639,12722,101957.72,75,418,729.77,0,5339,19606.0,14634.666666666666
2024,9,3,4,4373,4733,68988.8,120,696,456.54,1,14726,11639.0,11872.666666666666
2015,10,1,2,20529,20625,68358.48,120,695,2140.15,0,3617,4373.0,12180.333333333334
2023,8,3,2,10325,10679,58513.6,82,465,720.17,2,6065,20529.0,11742.333333333334
2021,9,1,3,7322,7942,110107.04,82,455,499.73,0,12427,10325.0,12725.333333333334
2024,5,0,2,10131,10941,57004.53,100,579,879.88,1,12340,7322.0,9259.333333333334
2018,10,3,4,9362,10646,109071.56,60,352,494.31,1,5013,10131.0,8938.333333333334
2022,9,3,3,13861,14807,98865.2,120,683,1420.06,1,4918,9362.0,11118.0
2023,1,1,2,12892,13400,52502.39,82,479,926.29,1,8905,13861.0,12038.333333333334
2024,8,3,0,8278,9039,69077.18,100,563,699.08,0,4362,12892.0,11677.0
2020,2,2,1,9463,10065,100028.73,82,475,674.24,1,6587,8278.0,10211.0
2017,2,0,1,5991,6294,51352.93,75,417,374.74,0,7963,9463.0,7910.666666666667
2023,7,0,1,12374,13714,55953.05,75,420,779.56,0,3105,5991.0,9276.0
2020,4,1,2,14810,16490,105589.42,75,431,957.47,2,13736,12374.0,11058.333333333334
2021,6,0,0,4618,5183,106179.25,120,689,477.27,2,6581,14810.0,10600.666666666666
2024,3,1,1,13755,14448,70602.52,75,445,918.15,2,12563,4618.0,11061.0
2017,7,1,3,8880,9964,97959.4,82,455,606.06,2,6470,13755.0,9084.333333333334
2025,8,0,1,9563,10105,102342.21,82,488,700.01,0,12059,8880.0,10732.666666666666
2019,3,3,0,12106,13118,53822.72,75,448,813.52,2,9151,9563.0,10183.0
2015,8,0,1,10516,11614,114574.96,100,585,922.78,1,4830,12106.0,10728.333333333334
2022,3,2,3,11191,12382,116541.44,120,674,1131.41,0,11953,10516.0,11271.0
2016,8,3,1,11469,11581,84129.98,120,662,1138.87,2,3751,11191.0,11058.666666666666
2023,5,0,0,8494,9483,93809.27,120,684,871.48,1,6048,11469.0,10384.666666666666
2018,1,0,1,8115,9095,72972.56,75,420,511.24,0,4016,8494.0,9359.333333333334
2019,5,3,1,6829,7204,77364.22,120,718,735.48,2,14455,8115.0,7812.666666666667
2020,3,3,1,10391,11708,105935.75,120,690,1075.47,2,5794,6829.0,8445.0
2025,1,1,1,14788,15440,103431.57,60,352,780.81,2,5949,10391.0,10669.333333333334
2015,2,3,4,8689,8698,85752.31,120,685,892.79,0,5665,14788.0,11289.333333333334
2015,8,2,4,787,894,75367.57,75,434,51.23,0,10587,8689.0,8088.0
2022,1,3,1,10388,10764,111340.46,60,330,514.21,1,11789,787.0,6621.333333333333
2023,12,3,3,11355,11397,76378.49,75,446,759.65,0,6295,10388.0,7510.0
2016,5,0,1,364,393,65064.13,120,660,36.04,1,5894,11355.0,7369.0
2024,8,1,3,10413,10457,51043.72,60,333,520.13,2,6019,364.0,7377.333333333333
2025,7,3,4,12448,12992,66408.4,60,345,644.18,0,4370,10413.0,7741.666666666667
2023,5,3,3,9251,9823,103497.19,82,474,657.75,1,3852,12448.0,10704.0
2016,11,3,0,9155,10186,54970.54,82,454,623.46,1,7257,9251.0,10284.666666666666
2025,10,1,3,9986,10201,96271.89,60,349,522.77,0,13175,9155.0,9464.0
2021,9,3,3,3727,3854,50806.82,120,667,372.89,2,6711,9986.0,7622.666666666667
2018,11,0,3,7901,8031,111857.88,82,465,551.09,1,11206,3727.0,7204.666666666667
2017,9,3,3,12043,13481,69036.22,120,701,1266.32,0,6168,7901.0,7890.333333333333
2024,10,0,2,10792,10895,100028.12,82,472,764.07,1,13810,12043.0,10245.333333333334
2016,4,0,1,8734,9416,93651.0,60,332,434.95,2,12063,10792.0,10523.0
2016,6,0,1,7667,8535,82237.76,60,355,408.27,0,11741,8734.0,9064.333333333334
2017,4,1,4,9489,10197,64327.61,60,347,493.9,0,5233,7667.0,8630.0
2021,4,0,1,11991,12463,58532.24,120,690,1241.07,2,10023,9489.0,9715.666666666666
2023,1,0,3,10406,11745,77396.47,60,356,555.68,0,5882,11991.0,10628.666666666666
2023,9,2,1,12121,13398,52940.4,120,714,1298.16,0,8813,10406.0,11506.0
2023,11,2,3,10530,10951,80810.09,75,442,698.14,1,10316,12121.0,11019.0
2016,4,1,1,14910,17133,96328.74,100,577,1290.46,0,11767,10530.0,12520.333333333334
2016,3,1,3,12255,12614,50529.4,75,436,801.48,0,13776,14910.0,12565.0
2017,11,0,0,7450,7962,74585.36,120,665,743.14,1,8833,12255.0,11538.333333333334
2023,1,2,4,8340,9123,100931.53,100,583,729.33,0,8646,7450.0,9348.333333333334
2017,8,0,2,14800,15762,119802.76,82,473,1050.06,0,6853,8340.0,10196.666666666666
2025,4,0,2,8531,9254,94611.34,120,704,900.87,1,5172,14800.0,10557.0
2023,6,3,1,9176,10500,95752.21,82,485,667.55,2,9302,8531.0,10835.666666666666
2019,7,0,0,11985,13202,97786.98,60,348,625.62,0,6193,9176.0,9897.333333333334
2022,9,1,3,8462,9003,88641.27,60,336,426.48,2,11922,11985.0,9874.333333333334
2022,2,0,0,6490,6571,53659.35,60,337,328.07,1,3890,8462.0,8979.0
2020,11,2,4,7457,7607,95132.97,75,425,475.38,2,11495,6490.0,7469.666666666667
2023,12,0,3,8534,8672,85621.34,75,429,549.16,2,14418,7457.0,7493.666666666667
2024,5,1,3,8375,9325,71668.72,82,488,613.05,0,10880,8534.0,8122.0
2019,1,2,4,9910,11266,92725.41,60,346,514.33,2,5996,8375.0,8939.666666666666
2023,3,2,3,4694,4872,110345.89,82,487,342.9,2,5329,9910.0,7659.666666666667
2025,10,3,4,5998,6291,59349.08,60,344,309.5,1,11960,4694.0,6867.333333333333
2021,1,2,3,7651,8241,64010.79,75,424,486.6,1,10101,5998.0,6114.333333333333
2021,9,0,1,7479,7809,51068.54,82,460,516.05,1,6383,7651.0,7042.666666666667
2015,1,0,4,12446,13885,55183.13,60,340,634.75,2,4390,7479.0,9192.0
2018,8,0,4,9090,9771,97242.52,82,460,627.21,1,12096,12446.0,9671.666666666666
2019,7,1,3,8165,8713,78383.02,60,359,439.69,2,6506,9090.0,9900.333333333334
2018,5,1,4,16359,17254,94867.59,82,470,1153.31,2,5279,8165.0,11204.666666666666
2024,7,3,3,14181,15135,118547.38,82,490,1042.3,0,6949,16359.0,12901.666666666666
2017,2,0,0,12861,13866,118320.97,75,417,804.46,1,3203,14181.0,14467.0
2016,9,1,0,12186,13009,102417.84,75,436,796.96,1,10451,12861.0,13076.0
2020,1,2,1,12862,12915,67265.95,100,572,1103.56,0,10542,12186.0,12636.333333333334
2016,4,0,4,9390,9760,75209.55,75,415,584.53,1,14243,12862.0,11479.333333333334
2023,8,0,1,9162,9238,69917.84,120,709,974.38,2,3958,9390.0,10471.333333333334
2019,3,2,3,7494,7784,72152.0,120,665,747.53,0,6638,9162.0,8682.0
2018,9,0,2,10714,11018,100426.88,82,471,756.94,2,10251,7494.0,9123.333333333334
2019,5,3,0,5490,5540,99109.57,75,412,339.28,2,7910,10714.0,7899.333333333333
2019,8,1,2,7717,8834,114107.0,100,575,665.59,2,12541,5490.0,7973.666666666667
2016,8,3,3,303,318,112988.33,60,330,15.0,2,10965,7717.0,4503.333333333333
2024,7,0,1,5162,5789,80595.47,75,417,322.88,2,9773,303.0,4394.0
2022,7,0,4,8140,8786,77684.24,120,679,829.06,0,10324,5162.0,4535.0
2018,9,0,1,14916,15947,108009.63,75,443,991.17,2,11512,8140.0,9406.0
2019,4,1,3,12794,14038,85776.57,60,343,658.25,1,14603,14916.0,11950.0
2019,9,3,0,3533,4017,73478.48,60,358,189.72,1,9396,12794.0,10414.333333333334
2018,7,2,0,15866,17292,85959.55,100,564,1342.26,2,3077,3533.0,10731.0
2024,11,2,4,5203,5352,95729.01,82,453,353.54,2,6760,15866.0,8200.666666666666
2018,6,2,0,10527,10795,58886.11,75,417,658.46,2,9222,5203.0,10532.0
2016,2,3,4,14643,15161,55144.77,100,558,1225.62,0,9237,10527.0,10124.333333333334
2019,5,2,2,18391,19591,70485.86,60,346,954.49,1,4600,14643.0,14520.333333333334
2024,7,1,2,2561,2848,89562.13,60,343,131.76,0,6711,18391.0,11865.0
2018,12,1,2,14006,15697,109152.78,75,427,897.08,2,3615,2561.0,11652.666666666666
2016,9,2,2,10718,11136,113503.65,60,350,562.69,2,9725,14006.0,9095.0
2015,12,3,3,10764,11784,68186.25,60,349,563.5,0,9479,10718.0,11829.333333333334
2016,6,2,4,9163,10262,64282.49,100,577,793.06,0,11796,10764.0,10215.0
2020,6,1,3,13212,15110,55439.87,100,576,1141.52,1,6640,9163.0,11046.333333333334
2024,7,0,2,6295,6909,102989.63,75,440,415.47,0,9118,13212.0,9556.666666666666
2015,1,1,4,10835,11723,62939.81,120,718,1166.93,2,12301,6295.0,10114.0
2022,3,3,4,15239,17202,65984.89,75,420,960.06,2,5414,10835.0,10789.666666666666
2023,9,3,0,16468,17844,109706.93,82,463,1143.7,1,9284,15239.0,14180.666666666666
2016,4,2,1,10327,10916,111458.2,120,712,1102.92,0,12671,16468.0,14011.333333333334
2022,1,1,4,4983,5420,81003.99,60,331,247.41,1,6835,10327.0,10592.666666666666
2016,4,3,0,10136,10238,106024.96,82,460,699.38,2,9480,4983.0,8482.0
2016,10,1,3,14647,14853,113673.88,75,437,960.11,1,12951,10136.0,9922.0
2021,11,3,1,10035,10461,98072.9,82,478,719.51,0,5657,14647.0,11606.0
2015,6,1,2,15474,16287,91294.24,82,467,1083.95,2,8249,10035.0,13385.333333333334
2021,11,2,0,11027,11391,77197.18,120,711,1176.03,2,11693,15474.0,12178.666666666666
2015,7,3,1,5673,6344,84890.95,100,554,471.43,0,9445,11027.0,10724.666666666666
2019,3,1,2,8090,8442,82858.48,60,355,430.79,0,6658,5673.0,8263.333333333334
2022,3,0,3,14748,15047,70390.56,60,334,738.87,1,12734,8090.0,9503.666666666666
2025,7,1,2,7263,7826,64941.35,120,692,753.9,2,13024,14748.0,10033.666666666666
2018,12,2,4,18736,19288,64822.21,120,662,1860.48,0,6864,7263.0,13582.333333333334
2021,2,0,3,10288,11101,59878.83,60,330,509.26,0,12721,18736.0,12095.666666666666
2023,3,2,0,13992,15052,95339.64,75,431,904.58,1,8901,10288.0,14338.666666666666
2024,3,2,3,8095,8115,107035.44,60,340,412.84,1,9965,13992.0,10791.666666666666
2021,1,0,4,14376,16294,80830.42,82,487,1050.17,0,12008,8095.0,12154.333333333334
2015,6,2,2,10855,12167,102378.18,100,559,910.19,0,5512,14376.0,11108.666666666666
2019,7,0,4,11376,11660,114661.2,75,443,755.94,0,7248,10855.0,12202.333333333334
2018,2,3,0,4922,5477,87190.58,60,350,258.4,1,8141,11376.0,9051.0
2023,12,2,3,10739,11242,62476.32,82,486,782.87,1,7842,4922.0,9012.333333333334
2022,3,2,4,3025,3377,88655.56,100,583,264.54,2,6874,10739.0,6228.666666666667
2025,4,1,0,9374,10743,51202.11,82,489,687.58,2,7424,3025.0,7712.666666666667
2021,10,3,1,9412,10170,51575.3,75,429,605.66,2,12376,9374.0,7270.333333333333
2025,10,2,2,8179,8289,70058.32,75,448,549.63,2,9702,9412.0,8988.333333333334
2018,11,1,3,14686,16707,112122.83,60,348,766.61,0,12699,8179.0,10759.0
2020,10,0,1,5067,5275,112142.61,60,331,251.58,1,13964,14686.0,9310.666666666666
2017,10,0,3,9176,9273,64755.52,60,336,462.47,2,8629,5067.0,9643.0
2025,3,3,2,10136,10478,78754.4,60,356,541.26,2,9330,9176.0,8126.333333333333
2019,8,2,1,15767,16107,50603.33,75,413,976.77,0,10039,10136.0,11693.0
2022,8,0,2,9887,10191,101605.94,60,350,519.07,0,5955,15767.0,11930.0
2016,4,1,0,6317,7033,74330.01,100,583,552.42,2,12545,9887.0,10657.0
2017,6,0,1,8663,8673,80350.8,60,332,431.42,2,11980,6317.0,8289.0
2016,12,3,3,12787,13943,107869.52,120,719,1379.08,0,6460,8663.0,9255.666666666666
2019,7,2,3,6486,6723,105898.91,82,455,442.67,0,12368,12787.0,9312.0
2015,3,1,2,11929,11956,114982.3,120,685,1225.7,2,14599,6486.0,10400.666666666666
2018,9,1,4,5427,6137,61820.09,120,663,539.72,1,11609,11929.0,7947.333333333333
2020,8,2,2,13881,14957,113565.86,120,708,1474.16,1,3789,5427.0,10412.333333333334
2021,12,0,1,4856,4919,96772.65,60,356,259.31,0,3693,13881.0,8054.666666666667
2017,4,0,3,2885,3069,52629.98,120,667,288.64,0,12186,4856.0,7207.333333333333
2015,5,1,3,16130,16670,117425.58,75,412,996.83,1,14638,2885.0,7957.0
2017,11,0,2,5580,5893,105841.26,100,568,475.42,0,4044,16130.0,8198.333333333334
2024,12,0,3,18088,18840,83312.48,100,573,1554.66,0,7661,5580.0,13266.0
2021,6,2,0,5982,6153,78518.37,75,447,401.09,1,7527,18088.0,9883.333333333334
2025,8,1,0,11435,11620,115455.36,60,338,579.75,1,9247,5982.0,11835.0
2022,7,3,0,9098,10351,107062.62,75,449,612.75,2,13563,11435.0,8838.333333333334
2020,5,0,4,10136,11429,88538.17,120,709,1077.96,0,6642,9098.0,10223.0
2018,5,3,2,5386,5493,94267.74,75,417,336.89,1,9941,10136.0,8206.666666666666
2024,2,3,0,15966,16719,108022.8,100,580,1389.04,0,7669,5386.0,10496.0
2016,4,3,2,7770,8462,84773.68,82,491,572.26,1,4637,15966.0,9707.333333333334
2021,9,0,2,13332,15323,67686.41,82,468,935.91,2,9242,7770.0,12356.0
2017,4,3,4,14030,15411,66827.92,82,458,963.86,1,14018,13332.0,11710.666666666666
2023,3,3,4,6214,7124,69688.2,120,717,668.32,1,3642,14030.0,11192.0
2024,10,3,0,15430,15790,105296.38,120,663,1534.51,0,5328,6214.0,11891.333333333334
2017,1,0,0,9897,10319,59367.99,75,436,647.26,0,3651,15430.0,10513.666666666666
2016,7,1,2,15050,16500,54539.75,100,578,1304.83,0,9737,9897.0,13459.0
2024,12,1,0,9061,9355,68450.11,82,459,623.85,1,12180,15050.0,11336.0
2022,3,0,2,17591,18945,111047.42,120,677,1786.37,1,4034,9061.0,13900.666666666666
2016,2,0,4,5786,6539,62400.49,60,350,303.76,0,13057,17591.0,10812.666666666666
2018,4,1,4,10915,12057,113018.49,100,589,964.34,1,11116,5786.0,11430.666666666666
2015,4,0,1,11229,12493,106478.43,82,491,827.02,2,7951,10915.0,9310.0
2020,10,1,2,5140,5634,51640.31,120,685,528.13,0,13500,11229.0,9094.666666666666
2023,6,3,2,9262,9758,70352.07,100,580,805.79,0,13833,5140.0,8543.666666666666
2015,4,3,4,13098,13438,80369.62,60,341,669.96,1,10390,9262.0,9166.666666666666
2016,8,0,0,8832,10136,104040.87,75,413,547.14,1,3782,13098.0,10397.333333333334
2025,10,2,1,13412,14323,72066.7,100,597,1201.04,2,13194,8832.0,11780.666666666666
